Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,receiver_player_name,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa
"Bell, Blake",DAL,CLE,4,3.4,4000,4.4,3100,3.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,2020_04_CLE_DAL,DAL,B.Bell,2,2,0,24,24,0,0,0,0,2,24,0,8,16,16,1.45976014604094
"Bell, Blake",DAL,NYG,5,1.8,4200,2.3,2800,1.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,2020_05_NYG_DAL,DAL,B.Bell,1,1,0,13,13,0,0,0,0,1,13,0,9,4,4,0.764393060235307
"Bell, Blake",DAL,PHI,16,1.2,4000,1.7,2500,1.2,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,2020_16_PHI_DAL,DAL,B.Bell,1,1,0,7,7,0,0,0,0,1,7,0,10,-3,-3,0.318729881197214
"Bell, Blake",DAL,PIT,9,0.1,4000,0.6,2500,0.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,2020_09_PIT_DAL,DAL,B.Bell,2,2,0,-4,-4,0,0,0,1,1,-4,0,2,-6,-6,-2.2271278394619
"Bell, Blake",DAL,SFO,15,1.7,4000,2.2,2500,1.7,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_15_SF_DAL,DAL,B.Bell,1,1,0,10,10,0,0,0,0,1,10,0,9,1,1,0.525090149545576
"Bell, Blake",DAL,WAS,12,0,4000,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Bell, Blake",DAL,CIN,14,1.6,4000,2.1,2600,1.6,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,2020_14_DAL_CIN,DAL,B.Bell,1,1,0,11,11,0,0,0,0,1,11,0,5,6,6,0.919430292560719
"Bell, Blake",DAL,LAR,1,0,4000,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Bell, Blake",DAL,MIN,11,1.8,4000,2.3,2500,1.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,2020_11_DAL_MIN,DAL,B.Bell,1,1,0,13,13,0,0,0,0,1,13,0,0,13,13,1.00546221656259
"Bell, Blake",DAL,NYG,17,0,4000,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Bell, Blake",DAL,PHI,8,0,4300,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Bell, Blake",DAL,SEA,3,0,4000,0,3200,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_03_DAL_SEA,DAL,B.Bell,1,1,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1.71238352824003
"Bell, Blake",DAL,WAS,7,0,4300,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,Bell,Blake,2020,TE,TE,80,Active,Blake Bell,1991-08-07,6-6,252,Oklahoma,Bishop Carroll (KS),00-0032062,2514206,0cc4e449-185a-4b08-9f07-c907ad0c3e05,28505,10248,9550,16878,2422,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2514206.png' height='20'></img>,"Bell, Blake","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Berrios, Braxton",NYJ,ARI,5,1.3,5200,1.3,3600,1.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_05_ARI_NYJ,NYJ,B.Berrios,2,2,0,0,0,0,0,0,2,0,0,0,0,57,0,-2.88414912525332
"Berrios, Braxton",NYJ,BUF,7,5.5,4700,7.5,3200,5.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_07_BUF_NYJ,NYJ,B.Berrios,7,7,0,35,35,1,0,0,2,4,35,0,8,42,27,-3.86355562164681
"Berrios, Braxton",NYJ,CLE,16,13.5,5000,15,3000,13.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,2020_16_CLE_NYJ,NYJ,B.Berrios,3,3,1,60,60,0,0,0,0,3,60,1,34,26,26,3.21633339067921
"Berrios, Braxton",NYJ,DEN,4,0,5900,0,4600,0,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_04_DEN_NYJ,NYJ,B.Berrios,3,3,0,0,0,0,0,0,3,0,0,0,0,25,0,-1.89992060931399
"Berrios, Braxton",NYJ,LVR,13,4.3,4700,5.3,3000,4.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_13_LV_NYJ,NYJ,B.Berrios,2,2,0,33,33,0,0,0,0,2,33,0,31,2,2,1.70640949130757
"Berrios, Braxton",NYJ,MIA,12,0,4700,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Berrios, Braxton",NYJ,NWE,9,1.8,5100,2.3,3500,1.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_09_NE_NYJ,NYJ,B.Berrios,1,1,0,13,13,0,0,0,0,1,13,0,10,3,3,1.53034389624372
"Berrios, Braxton",NYJ,SFO,2,14.9,4500,17.9,3000,14.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_02_SF_NYJ,NYJ,B.Berrios,8,8,1,59,59,0,0,1,2,6,59,1,28,46,31,1.14316988608334
"Berrios, Braxton",NYJ,BUF,1,0,4500,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Berrios, Braxton",NYJ,IND,3,14.4,5100,16.4,3600,14.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,2020_03_NYJ_IND,NYJ,B.Berrios,4,4,1,64,64,0,0,0,0,4,64,1,21,43,43,7.25056966050761
"Berrios, Braxton",NYJ,KAN,8,7.4,4700,11.4,3500,7.4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,2020_08_NYJ_KC,NYJ,B.Berrios,11,11,0,34,34,0,0,0,3,8,34,0,25,39,9,-1.74385297342158
"Berrios, Braxton",NYJ,LAC,11,0,4900,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Berrios, Braxton",NYJ,LAR,15,1.9,5100,2.9,3000,1.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,2020_15_NYJ_LA,NYJ,B.Berrios,3,3,0,9,9,0,0,0,1,2,9,0,9,21,0,-0.60031566399732
"Berrios, Braxton",NYJ,MIA,6,2.3,4900,2.8,3400,2.3,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_06_NYJ_MIA,NYJ,B.Berrios,3,3,0,18,18,0,0,1,2,1,18,0,11,42,7,-0.70132173364982
"Berrios, Braxton",NYJ,NWE,17,5.1,5100,6.6,3300,5.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Berrios,Braxton,2020,WR,SWR,10,Active,Braxton Berrios,1995-10-06,5-9,190,Miami,Leesville Road (NC),00-0034419,3123075,18f0bd30-1432-4fae-9cb4-c212bad6d0bb,31180,12771,47961,20038,5121,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3123075.png' height='20'></img>,"Berrios, Braxton","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_17_NYJ_NE,NYJ,B.Berrios,3,3,0,20,20,0,0,0,0,3,20,0,21,-1,-1,-0.169244387419894
