Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,passer_player_name,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa
"Darnold, Sam",NYJ,DEN,4,23.6,6700,23.6,5300,23.6,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_04_DEN_NYJ,NYJ,S.Darnold,42,48,0,176,230,0,6,9,19,23,230,0,60,431,170,-12.841501342035
"Darnold, Sam",NYJ,LVR,13,21.04,6500,23.04,5000,21.04,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_13_LV_NYJ,NYJ,S.Darnold,23,26,2,170,186,1,3,7,8,14,186,2,116,201,70,-2.95901981552015
"Darnold, Sam",NYJ,MIA,12,6.78,6500,6.78,5100,6.78,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_12_MIA_NYJ,NYJ,S.Darnold,27,30,0,173,197,2,3,5,9,16,197,0,79,317,118,-11.9076784044346
"Darnold, Sam",NYJ,SFO,2,11.86,6600,11.86,5100,11.86,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_02_SF_NYJ,NYJ,S.Darnold,32,33,1,173,179,0,1,6,11,21,179,1,99,144,80,-2.748361950348
"Darnold, Sam",NYJ,BUF,1,12.2,6800,12.2,5500,12.2,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_01_NYJ_BUF,NYJ,S.Darnold,35,36,1,202,215,1,3,4,13,21,215,1,139,257,76,-8.65879514269802
"Darnold, Sam",NYJ,IND,3,9.72,6600,9.72,5000,9.72,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,2020_03_NYJ_IND,NYJ,S.Darnold,29,31,3,151,168,3,2,7,9,17,168,1,122,182,46,-22.8810117928078
"Darnold, Sam",NYJ,KAN,8,7.42,6500,7.42,4800,7.42,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,2020_08_NYJ_KC,NYJ,S.Darnold,30,30,0,128,133,0,1,5,12,18,133,0,74,193,59,-9.09277089006922
"Darnold, Sam",NYJ,LAR,15,14.08,6600,14.08,4800,14.08,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,2020_15_NYJ_LA,NYJ,S.Darnold,31,33,1,196,207,0,2,2,9,22,207,1,119,143,88,3.64884057930878
"Darnold, Sam",NYJ,NWE,17,12.94,6600,12.94,4900,12.94,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_17_NYJ_NE,NYJ,S.Darnold,34,37,1,239,266,2,3,6,9,23,266,1,157,241,109,-0.397826298547443
"Darnold, Sam",NYJ,SEA,14,5.58,7000,5.58,5100,5.58,23,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,Darnold,Sam,2020,QB,QB,14,Active,Sam Darnold,1997-06-05,6-3,225,Southern California,San Clemente (CA),00-0034869,3912547,13d826c5-9b22-4e0a-a877-02d8c84c546b,30973,12490,29048,19812,4943,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png' height='20'></img>,"Darnold, Sam","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_14_NYJ_SEA,NYJ,S.Darnold,26,29,0,116,132,0,3,6,12,14,132,0,45,245,87,-5.66940259714794
"DiNucci, Ben",DAL,PHI,8,5.4,6500,7.4,4800,5.4,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,DiNucci,Ben,,QB,QB,,"","","","",,"","","",,"",,,,,,"","","","",DAL,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"DiNucci, Ben",DAL,WAS,7,1.56,6000,1.56,4100,1.56,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,DiNucci,Ben,,QB,QB,,"","","","",,"","","",,"",,,,,,"","","","",DAL,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Dobbs, Joshua",PIT,CLE,17,2.08,6000,2.08,4000,2.08,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,Dobbs,Joshua,2020,QB,QB,5,Active,Joshua Dobbs,1995-01-26,6-3,216,Tennessee,Alpharetta (GA),00-0033949,3044720,15bedebc-839e-450a-86f6-1f5ad1f4f820,30248,11834,11890,19025,4179,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3044720.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3044720.png' height='20'></img>,"Dobbs, Joshua","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,2020_17_PIT_CLE,PIT,J.Dobbs,5,5,0,2,2,0,0,1,1,4,2,0,13,0,-11,-2.62308801902691
"Driskel, Jeff",DEN,TAM,3,11.44,6500,11.44,5300,11.44,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,Driskel,Jeff,2020,QB,QB,9,Active,Jeff Driskel,1993-04-23,6-4,235,Louisiana Tech,Hagerty (FL),00-0032436,2574630,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,29441,11026,10841,18123,3362,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png' height='20'></img>,"Driskel, Jeff","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_03_TB_DEN,DEN,J.Driskel,30,35,1,131,176,1,5,8,12,17,176,1,70,218,106,-10.6408468908283
"Driskel, Jeff",DEN,NYJ,4,0.9,6500,0.9,5500,0.9,22,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,Driskel,Jeff,2020,QB,QB,9,Active,Jeff Driskel,1993-04-23,6-4,235,Louisiana Tech,Hagerty (FL),00-0032436,2574630,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,29441,11026,10841,18123,3362,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png' height='20'></img>,"Driskel, Jeff","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Driskel, Jeff",DEN,PIT,2,19.74,6000,19.74,4100,19.74,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,Driskel,Jeff,2020,QB,QB,9,Active,Jeff Driskel,1993-04-23,6-4,235,Louisiana Tech,Hagerty (FL),00-0032436,2574630,4d517d8f-fe4d-4c89-9a2a-fee836ba4a71,29441,11026,10841,18123,3362,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png' height='20'></img>,"Driskel, Jeff","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,2020_02_DEN_PIT,DEN,J.Driskel,34,40,2,203,256,1,6,17,15,18,256,2,61,420,195,-3.95193890332956
"Finley, Ryan",CIN,DAL,14,0.2,6500,0.2,4300,0.2,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,Finley,Ryan,2020,QB,QB,5,Active,Ryan Finley,1994-12-26,6-4,207,North Carolina State,Paradise Valley (AZ),00-0035652,3042876,d935df27-5be4-4aab-b117-8ec8e81c2196,31936,13750,46426,20759,5885,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png' height='20'></img>,"Finley, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_14_DAL_CIN,CIN,R.Finley,2,4,0,-9,5,0,2,2,1,1,5,0,0,24,5,-5.00506110378774
"Finley, Ryan",CIN,PIT,15,18.26,6500,18.26,4100,18.26,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,Finley,Ryan,2020,QB,QB,5,Active,Ryan Finley,1994-12-26,6-4,207,North Carolina State,Paradise Valley (AZ),00-0035652,3042876,d935df27-5be4-4aab-b117-8ec8e81c2196,31936,13750,46426,20759,5885,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png' height='20'></img>,"Finley, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,2020_15_PIT_CIN,CIN,R.Finley,13,15,1,78,89,0,2,6,6,7,89,1,24,179,65,-0.616461792702962
"Finley, Ryan",CIN,MIA,13,0.6,6300,0.6,4800,0.6,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,Finley,Ryan,2020,QB,QB,5,Active,Ryan Finley,1994-12-26,6-4,207,North Carolina State,Paradise Valley (AZ),00-0035652,3042876,d935df27-5be4-4aab-b117-8ec8e81c2196,31936,13750,46426,20759,5885,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png' height='20'></img>,"Finley, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_13_CIN_MIA,CIN,R.Finley,7,8,0,33,40,1,1,3,0,6,40,0,41,8,-1,-3.6990019090008
"Finley, Ryan",CIN,PHI,3,0,6000,0,4900,0,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,Finley,Ryan,2020,QB,QB,5,Active,Ryan Finley,1994-12-26,6-4,207,North Carolina State,Paradise Valley (AZ),00-0035652,3042876,d935df27-5be4-4aab-b117-8ec8e81c2196,31936,13750,46426,20759,5885,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png' height='20'></img>,"Finley, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Finley, Ryan",CIN,WAS,11,2.1,6000,2.1,4300,2.1,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,Finley,Ryan,2020,QB,QB,5,Active,Ryan Finley,1994-12-26,6-4,207,North Carolina State,Paradise Valley (AZ),00-0035652,3042876,d935df27-5be4-4aab-b117-8ec8e81c2196,31936,13750,46426,20759,5885,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png' height='20'></img>,"Finley, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,2020_11_CIN_WAS,CIN,R.Finley,10,14,0,-1,30,1,4,6,6,3,30,0,6,124,24,-14.8160993645433
"Fitzpatrick, Ryan",MIA,BUF,2,24.32,6500,27.32,5200,24.32,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_02_BUF_MIA,MIA,R.Fitzpatrick,47,49,2,311,328,0,3,10,16,31,328,2,121,313,207,6.3039712128287
"Fitzpatrick, Ryan",MIA,NYJ,6,18.04,7400,18.04,5900,18.04,31,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,2020_06_NYJ_MIA,MIA,R.Fitzpatrick,27,29,3,183,191,2,2,3,7,18,191,3,115,211,76,-5.22999103481691
"Fitzpatrick, Ryan",MIA,SEA,4,23.3,7100,26.3,5400,23.3,31,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_04_SEA_MIA,MIA,R.Fitzpatrick,45,46,0,312,315,2,1,5,14,29,315,0,139,341,176,2.5873335166091
"Fitzpatrick, Ryan",MIA,DEN,11,4.28,6200,4.28,5000,4.28,24,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_11_MIA_DEN,MIA,R.Fitzpatrick,18,18,0,117,117,1,0,1,5,12,117,0,47,124,70,1.40172046469525
"Fitzpatrick, Ryan",MIA,JAC,3,24.7,7000,25.2,5300,24.7,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,2020_03_MIA_JAX,MIA,R.Fitzpatrick,20,21,2,156,160,0,1,5,2,18,160,2,46,144,114,8.72453706222586
"Fitzpatrick, Ryan",MIA,LVR,16,11.28,6400,11.28,5000,11.28,25,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_16_MIA_LV,MIA,R.Fitzpatrick,13,13,1,182,182,0,0,2,4,9,182,1,82,145,100,11.621786750466
"Fitzpatrick, Ryan",MIA,NWE,1,8.44,6400,8.44,5300,8.44,23,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,Fitzpatrick,Ryan,2020,QB,QB,14,Active,Ryan Fitzpatrick,1982-11-24,6-2,228,Harvard,Highland (AZ),00-0023682,8664,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,7426,4385,2467,8283,333,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png' height='20'></img>,"Fitzpatrick, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_01_MIA_NE,MIA,R.Fitzpatrick,30,31,0,182,191,3,1,5,7,20,191,0,59,251,132,-8.42761098494043
