Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,rusher_player_name,noruns,nopass,noplays,touchdown,yards_gained,touchdown_rush,yards_rushing,epa
"Cook, Dalvin",MIN,DAL,11,22.5,10500,29,9000,22.5,40,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_11_DAL_MIN,MIN,D.Cook,27,0,27,1,115,1,115,0.223769772797823
"Cook, Dalvin",MIN,DET,9,38.2,9300,42.2,8200,38.2,37,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,2020_09_DET_MIN,MIN,D.Cook,22,0,22,2,206,2,206,9.00055994500872
"Cook, Dalvin",MIN,GNB,1,21.3,8700,21.8,7900,21.3,31,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_01_GB_MIN,MIN,D.Cook,12,0,12,2,50,2,50,3.49621049140114
"Cook, Dalvin",MIN,JAC,13,20.9,10500,26.9,9500,20.9,41,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,2020_13_JAX_MIN,MIN,D.Cook,32,0,32,0,120,0,120,-1.75209151575109
"Cook, Dalvin",MIN,TEN,3,24.9,8600,29.9,7600,24.9,29,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,2020_03_TEN_MIN,MIN,D.Cook,22,0,22,1,181,1,181,0.570588122878689
"Cook, Dalvin",MIN,CHI,10,13.2,9500,15.2,8900,13.2,40,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,2020_10_MIN_CHI,MIN,D.Cook,30,0,30,0,96,0,96,-6.86952814942924
"Cook, Dalvin",MIN,GNB,8,47.6,9200,51.6,7500,47.6,37,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_08_MIN_GB,MIN,D.Cook,30,0,30,3,163,3,163,7.8581411546329
"Cook, Dalvin",MIN,HOU,4,27.6,8700,31.6,7600,27.6,32,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,2020_04_MIN_HOU,MIN,D.Cook,27,0,27,2,130,2,130,6.18164417502703
"Cook, Dalvin",MIN,IND,2,16.1,8800,17.1,7600,16.1,30,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,2020_02_MIN_IND,MIN,D.Cook,14,0,14,1,63,1,63,0.365073608554667
"Cook, Dalvin",MIN,NOR,16,15.5,9700,16.5,8800,15.5,37,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,2020_16_MIN_NO,MIN,D.Cook,15,0,15,1,73,1,73,1.48623920988757
"Cook, Dalvin",MIN,SEA,5,17.4,9200,19.9,7600,17.4,32,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_05_MIN_SEA,MIN,D.Cook,17,0,17,1,65,1,65,-1.8826648327522
"Cook, Dalvin",MIN,TAM,14,18,10200,22,9400,18,38,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,Cook,Dalvin,2020,RB,RB,33,Active,Dalvin Cook,1995-08-10,5-10,210,Florida State,Miami Central (FL),00-0033893,3116593,8960d61e-433b-41ea-a7ad-4e76be87b582,30154,11700,11796,18872,4029,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png' height='20'></img>,"Cook, Dalvin","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_14_MIN_TB,MIN,D.Cook,22,0,22,1,102,1,102,6.06752830173355
"Dallas, DeeJay",SEA,ARI,11,4.2,5500,5.2,4000,4.2,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_11_ARI_SEA,SEA,D.Dallas,1,0,1,0,13,0,13,0.230997056060005
"Dallas, DeeJay",SEA,MIN,5,0,4700,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Dallas, DeeJay",SEA,NYG,13,2.1,4900,3.1,4000,2.1,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Dallas, DeeJay",SEA,NYJ,14,0.7,4600,0.7,4000,0.7,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,2020_14_NYJ_SEA,SEA,D.Dallas,4,0,4,0,7,0,7,-1.7072997337524
"Dallas, DeeJay",SEA,SFO,8,20.3,4600,22.8,4000,20.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_08_SF_SEA,SEA,D.Dallas,18,0,18,1,41,1,41,-3.16669067653129
"Dallas, DeeJay",SEA,ARI,7,2.8,4600,3.8,4000,2.8,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Dallas, DeeJay",SEA,BUF,9,10.9,5100,11.9,5000,10.9,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_09_SEA_BUF,SEA,D.Dallas,7,0,7,1,31,1,31,0.339982770383358
"Dallas, DeeJay",SEA,LAR,10,4.1,5600,5.1,5100,4.1,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,2020_10_SEA_LA,SEA,D.Dallas,2,0,2,0,8,0,8,0.42389223142527
"Dallas, DeeJay",SEA,MIA,4,3.3,4500,4.3,4000,3.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_04_SEA_MIA,SEA,D.Dallas,2,0,2,0,8,0,8,-0.22734206734458
"Dallas, DeeJay",SEA,PHI,12,0,5300,0,4000,0,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Dallas, DeeJay",SEA,WAS,15,0,4600,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,Dallas,DeeJay,,RB,RB,,"","","","",,"","",00-0036425,,"",,,,,,"","","","",SEA,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,,,,,,,,,,,
"Davis, Mike",CAR,ARI,4,19.6,6300,22.1,5700,19.6,17,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_04_ARI_CAR,CAR,M.Davis,16,0,16,1,84,1,84,1.14086154277902
"Davis, Mike",CAR,ATL,8,8.2,8400,8.7,6700,8.2,23,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,2020_08_ATL_CAR,CAR,M.Davis,13,0,13,0,66,0,66,-3.27672973356675
"Davis, Mike",CAR,CHI,6,10.5,7500,12.5,7000,10.5,23,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,2020_06_CHI_CAR,CAR,M.Davis,18,0,18,1,52,1,52,-7.13060551419039
"Davis, Mike",CAR,DEN,14,23.8,6800,26.3,6400,23.8,18,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_14_DEN_CAR,CAR,M.Davis,11,0,11,2,51,2,51,0.914335286593996
"Davis, Mike",CAR,DET,11,14.9,7400,15.9,6800,14.9,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,2020_11_DET_CAR,CAR,M.Davis,19,0,19,1,64,1,64,-1.59245325409574
"Davis, Mike",CAR,LVR,1,0,4600,0,4000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,,,,,,,,,,,
"Davis, Mike",CAR,TAM,10,6.4,5400,8.4,4000,6.4,17,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_10_TB_CAR,CAR,M.Davis,7,0,7,0,32,0,32,0.274198092287406
"Davis, Mike",CAR,ATL,5,25.4,6800,29.9,6400,25.4,19,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,2020_05_CAR_ATL,CAR,M.Davis,16,0,16,0,89,0,89,1.50340617340407
"Davis, Mike",CAR,GNB,15,7.1,7400,8.1,6500,7.1,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_15_CAR_GB,CAR,M.Davis,14,0,14,0,59,0,59,1.09019618935417
"Davis, Mike",CAR,KAN,9,6.2,7800,8.7,6700,6.2,21,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,Davis,Mike,2020,RB,RB,28,Active,Mike Davis,1993-02-19,5-9,221,South Carolina,Stephenson (GA),00-0032063,3025433,e311a7a2-eddb-439c-86b4-b1f1984186bc,28514,10083,9559,16887,2431,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png' height='20'></img>,"Davis, Mike","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,2020_09_CAR_KC,CAR,M.Davis,1,0,1,0,3,0,3,-0.590942297829315
